    schemaname    |             tablename              |                            indexname                            |                                                                                                                                                                                                                indexdef                                                                                                                                                                                                                 
 core             | users                              | idx_unique_user_email                                           | CREATE UNIQUE INDEX idx_unique_user_email ON core.users USING btree (lower((email)::text)) WHERE (deleted_at IS NULL)
 core             | users                              | idx_users_country_code                                          | CREATE INDEX idx_users_country_code ON core.users USING btree (country_code) WHERE (country_code IS NOT NULL)
 core             | users                              | idx_users_created_at                                            | CREATE INDEX idx_users_created_at ON core.users USING btree (created_at) WHERE (deleted_at IS NULL)
 core             | users                              | idx_users_customer_360_email                                    | CREATE INDEX idx_users_customer_360_email ON core.users USING btree (email)
 core             | users                              | idx_users_customer_360_id                                       | CREATE INDEX idx_users_customer_360_id ON core.users USING btree (id)
 core             | users                              | idx_users_customer_360_status                                   | CREATE INDEX idx_users_customer_360_status ON core.users USING btree (status)
 core             | users                              | idx_users_deleted_at                                            | CREATE INDEX idx_users_deleted_at ON core.users USING btree (deleted_at) WHERE (deleted_at IS NULL)
 core             | users                              | idx_users_display_name                                          | CREATE INDEX idx_users_display_name ON core.users USING btree (display_name) WHERE (display_name IS NOT NULL)
 core             | users                              | idx_users_email                                                 | CREATE INDEX idx_users_email ON core.users USING btree (email)
 core             | users                              | idx_users_email_unique_test                                     | CREATE UNIQUE INDEX idx_users_email_unique_test ON core.users USING btree (lower((email)::text)) WHERE (deleted_at IS NULL)
 core             | users                              | idx_users_email_verification_token                              | CREATE INDEX idx_users_email_verification_token ON core.users USING btree (email_verification_token) WHERE (email_verification_token IS NOT NULL)
 core             | users                              | idx_users_email_verified                                        | CREATE INDEX idx_users_email_verified ON core.users USING btree (email_verified) WHERE (deleted_at IS NULL)
 core             | users                              | idx_users_last_login_at                                         | CREATE INDEX idx_users_last_login_at ON core.users USING btree (last_login_at) WHERE (deleted_at IS NULL)
 core             | users                              | idx_users_metadata_gin                                          | CREATE INDEX idx_users_metadata_gin ON core.users USING gin (metadata)
 core             | users                              | idx_users_password_reset_token                                  | CREATE INDEX idx_users_password_reset_token ON core.users USING btree (password_reset_token) WHERE (password_reset_token IS NOT NULL)
 core             | users                              | idx_users_permissions_gin                                       | CREATE INDEX idx_users_permissions_gin ON core.users USING gin (permissions)
 core             | users                              | idx_users_phone                                                 | CREATE INDEX idx_users_phone ON core.users USING btree (phone) WHERE (phone IS NOT NULL)
 core             | users                              | idx_users_preferences                                           | CREATE INDEX idx_users_preferences ON core.users USING gin (preferences)
 core             | users                              | idx_users_preferences_gin                                       | CREATE INDEX idx_users_preferences_gin ON core.users USING gin (preferences)
 core             | users                              | idx_users_referral_code                                         | CREATE INDEX idx_users_referral_code ON core.users USING btree (referral_code) WHERE (referral_code IS NOT NULL)
 core             | users                              | idx_users_referred_by                                           | CREATE INDEX idx_users_referred_by ON core.users USING btree (referred_by) WHERE (referred_by IS NOT NULL)
 core             | users                              | idx_users_referred_by_fk                                        | CREATE INDEX idx_users_referred_by_fk ON core.users USING btree (referred_by) WHERE ((referred_by IS NOT NULL) AND (deleted_at IS NULL))
 core             | users                              | idx_users_role                                                  | CREATE INDEX idx_users_role ON core.users USING btree (role)
 core             | users                              | idx_users_role_status                                           | CREATE INDEX idx_users_role_status ON core.users USING btree (role, status) WHERE (deleted_at IS NULL)
 core             | users                              | idx_users_search                                                | CREATE INDEX idx_users_search ON core.users USING gin (to_tsvector('english'::regconfig, (((((((((COALESCE(username, ''::character varying))::text || ' '::text) || (COALESCE(display_name, ''::character varying))::text) || ' '::text) || (COALESCE(first_name, ''::character varying))::text) || ' '::text) || (COALESCE(last_name, ''::character varying))::text) || ' '::text) || (COALESCE((email)::citext, ''::citext))::text)))
 core             | users                              | idx_users_status                                                | CREATE INDEX idx_users_status ON core.users USING btree (status)
 core             | users                              | idx_users_status_created_at                                     | CREATE INDEX idx_users_status_created_at ON core.users USING btree (status, created_at)
 core             | users                              | idx_users_tenant_created                                        | CREATE INDEX idx_users_tenant_created ON core.users USING btree (tenant_id, created_at) WHERE (tenant_id IS NOT NULL)
 core             | users                              | idx_users_tenant_id                                             | CREATE INDEX idx_users_tenant_id ON core.users USING btree (tenant_id)
 core             | users                              | idx_users_timezone                                              | CREATE INDEX idx_users_timezone ON core.users USING btree (timezone)
 core             | users                              | idx_users_two_factor_enabled                                    | CREATE INDEX idx_users_two_factor_enabled ON core.users USING btree (two_factor_enabled) WHERE (deleted_at IS NULL)
 core             | users                              | idx_users_username                                              | CREATE INDEX idx_users_username ON core.users USING btree (username) WHERE (username IS NOT NULL)
 core             | users                              | idx_users_username_lower                                        | CREATE INDEX idx_users_username_lower ON core.users USING btree (lower((username)::text)) WHERE (deleted_at IS NULL)
 core             | users                              | idx_users_username_trgm                                         | CREATE INDEX idx_users_username_trgm ON core.users USING gin (username gin_trgm_ops) WHERE (deleted_at IS NULL)
 core             | users                              | users_email_key                                                 | CREATE UNIQUE INDEX users_email_key ON core.users USING btree (email)
 core             | users                              | users_pkey                                                      | CREATE UNIQUE INDEX users_pkey ON core.users USING btree (id)
 core             | users                              | users_referral_code_key                                         | CREATE UNIQUE INDEX users_referral_code_key ON core.users USING btree (referral_code)
 core             | users                              | users_username_key                                              | CREATE UNIQUE INDEX users_username_key ON core.users USING btree (username)
 customer_success | onboarding_progress                | idx_onboarding_venue                                            | CREATE INDEX idx_onboarding_venue ON customer_success.onboarding_progress USING btree (venue_id, completed)
 customer_success | onboarding_progress                | onboarding_progress_pkey                                        | CREATE UNIQUE INDEX onboarding_progress_pkey ON customer_success.onboarding_progress USING btree (id)
 customer_success | support_tickets                    | idx_tickets_venue                                               | CREATE INDEX idx_tickets_venue ON customer_success.support_tickets USING btree (venue_id, status)
 customer_success | support_tickets                    | support_tickets_pkey                                            | CREATE UNIQUE INDEX support_tickets_pkey ON customer_success.support_tickets USING btree (id)
 customer_success | venue_health_scores                | idx_health_scores_venue                                         | CREATE INDEX idx_health_scores_venue ON customer_success.venue_health_scores USING btree (venue_id, score_date DESC)
 customer_success | venue_health_scores                | venue_health_scores_pkey                                        | CREATE UNIQUE INDEX venue_health_scores_pkey ON customer_success.venue_health_scores USING btree (id)
 customers        | customer_feedback                  | customer_feedback_pkey                                          | CREATE UNIQUE INDEX customer_feedback_pkey ON customers.customer_feedback USING btree (id)
 customers        | customer_feedback                  | idx_customer_feedback_created_at                                | CREATE INDEX idx_customer_feedback_created_at ON customers.customer_feedback USING btree (created_at DESC)
 customers        | customer_feedback                  | idx_customer_feedback_customer_profile_id                       | CREATE INDEX idx_customer_feedback_customer_profile_id ON customers.customer_feedback USING btree (customer_profile_id)
 customers        | customer_feedback                  | idx_customer_feedback_event_id                                  | CREATE INDEX idx_customer_feedback_event_id ON customers.customer_feedback USING btree (event_id) WHERE (event_id IS NOT NULL)
 customers        | customer_feedback                  | idx_customer_feedback_featured                                  | CREATE INDEX idx_customer_feedback_featured ON customers.customer_feedback USING btree (is_featured, created_at DESC) WHERE (is_featured = true)
 customers        | customer_feedback                  | idx_customer_feedback_high_ratings                              | CREATE INDEX idx_customer_feedback_high_ratings ON customers.customer_feedback USING btree (overall_rating) WHERE ((overall_rating >= 4) AND ((status)::text = 'published'::text))
 customers        | customer_feedback                  | idx_customer_feedback_low_ratings                               | CREATE INDEX idx_customer_feedback_low_ratings ON customers.customer_feedback USING btree (overall_rating) WHERE ((overall_rating <= 2) AND ((status)::text = 'published'::text))
 customers        | customer_feedback                  | idx_customer_feedback_moderation                                | CREATE INDEX idx_customer_feedback_moderation ON customers.customer_feedback USING btree (moderation_status) WHERE ((moderation_status)::text = 'requires_review'::text)
 customers        | customer_feedback                  | idx_customer_feedback_needs_response                            | CREATE INDEX idx_customer_feedback_needs_response ON customers.customer_feedback USING btree (venue_id, created_at DESC) WHERE ((venue_response IS NULL) AND ((type)::text = 'venue_review'::text))
 customers        | customer_feedback                  | idx_customer_feedback_order_id                                  | CREATE INDEX idx_customer_feedback_order_id ON customers.customer_feedback USING btree (order_id) WHERE (order_id IS NOT NULL)
 customers        | customer_feedback                  | idx_customer_feedback_overall_rating                            | CREATE INDEX idx_customer_feedback_overall_rating ON customers.customer_feedback USING btree (overall_rating DESC) WHERE (overall_rating IS NOT NULL)
 customers        | customer_feedback                  | idx_customer_feedback_recent_published                          | CREATE INDEX idx_customer_feedback_recent_published ON customers.customer_feedback USING btree (created_at DESC) WHERE ((status)::text = 'published'::text)
 customers        | customer_feedback                  | idx_customer_feedback_status                                    | CREATE INDEX idx_customer_feedback_status ON customers.customer_feedback USING btree (status)
 customers        | customer_feedback                  | idx_customer_feedback_tenant_created                            | CREATE INDEX idx_customer_feedback_tenant_created ON customers.customer_feedback USING btree (tenant_id, created_at) WHERE (tenant_id IS NOT NULL)
 customers        | customer_feedback                  | idx_customer_feedback_tenant_id                                 | CREATE INDEX idx_customer_feedback_tenant_id ON customers.customer_feedback USING btree (tenant_id) WHERE (tenant_id IS NOT NULL)
 customers        | customer_feedback                  | idx_customer_feedback_type                                      | CREATE INDEX idx_customer_feedback_type ON customers.customer_feedback USING btree (type)
 customers        | customer_feedback                  | idx_customer_feedback_venue_id                                  | CREATE INDEX idx_customer_feedback_venue_id ON customers.customer_feedback USING btree (venue_id) WHERE (venue_id IS NOT NULL)
 customers        | customer_feedback                  | idx_customer_feedback_verified                                  | CREATE INDEX idx_customer_feedback_verified ON customers.customer_feedback USING btree (is_verified_purchase) WHERE (is_verified_purchase = true)
 customers        | customer_profiles                  | customer_profiles_email_key                                     | CREATE UNIQUE INDEX customer_profiles_email_key ON customers.customer_profiles USING btree (email)
 customers        | customer_profiles                  | customer_profiles_pkey                                          | CREATE UNIQUE INDEX customer_profiles_pkey ON customers.customer_profiles USING btree (id)
 customers        | customer_profiles                  | idx_customer_profiles_customer_since                            | CREATE INDEX idx_customer_profiles_customer_since ON customers.customer_profiles USING btree (customer_since) WHERE (deleted_at IS NULL)
 customers        | customer_profiles                  | idx_customer_profiles_email                                     | CREATE INDEX idx_customer_profiles_email ON customers.customer_profiles USING btree (email) WHERE (deleted_at IS NULL)
 customers        | customer_profiles                  | idx_customer_profiles_kyc_status                                | CREATE INDEX idx_customer_profiles_kyc_status ON customers.customer_profiles USING btree (kyc_status) WHERE (deleted_at IS NULL)
 customers        | customer_profiles                  | idx_customer_profiles_last_purchase                             | CREATE INDEX idx_customer_profiles_last_purchase ON customers.customer_profiles USING btree (last_purchase_at) WHERE ((last_purchase_at IS NOT NULL) AND (deleted_at IS NULL))
 customers        | customer_profiles                  | idx_customer_profiles_location                                  | CREATE INDEX idx_customer_profiles_location ON customers.customer_profiles USING btree (country, state, city) WHERE (deleted_at IS NULL)
 customers        | customer_profiles                  | idx_customer_profiles_marketing_active                          | CREATE INDEX idx_customer_profiles_marketing_active ON customers.customer_profiles USING btree (marketing_consent, email) WHERE ((marketing_consent = true) AND (deleted_at IS NULL))
 customers        | customer_profiles                  | idx_customer_profiles_phone                                     | CREATE INDEX idx_customer_profiles_phone ON customers.customer_profiles USING btree (phone) WHERE ((phone IS NOT NULL) AND (deleted_at IS NULL))
 customers        | customer_profiles                  | idx_customer_profiles_risk_factors                              | CREATE INDEX idx_customer_profiles_risk_factors ON customers.customer_profiles USING gin (risk_factors)
 customers        | customer_profiles                  | idx_customer_profiles_risk_score                                | CREATE INDEX idx_customer_profiles_risk_score ON customers.customer_profiles USING btree (risk_score) WHERE ((risk_score > 50) AND (deleted_at IS NULL))
 customers        | customer_profiles                  | idx_customer_profiles_tenant_created                            | CREATE INDEX idx_customer_profiles_tenant_created ON customers.customer_profiles USING btree (tenant_id, created_at) WHERE (tenant_id IS NOT NULL)
 customers        | customer_profiles                  | idx_customer_profiles_tenant_id                                 | CREATE INDEX idx_customer_profiles_tenant_id ON customers.customer_profiles USING btree (tenant_id) WHERE (tenant_id IS NOT NULL)
 customers        | customer_profiles                  | idx_customer_profiles_user_id                                   | CREATE INDEX idx_customer_profiles_user_id ON customers.customer_profiles USING btree (user_id) WHERE (deleted_at IS NULL)
 customers        | customer_profiles                  | idx_customer_profiles_wallet_address                            | CREATE INDEX idx_customer_profiles_wallet_address ON customers.customer_profiles USING btree (primary_wallet_address) WHERE ((primary_wallet_address IS NOT NULL) AND (deleted_at IS NULL))
 customers        | feedback_responses                 | feedback_responses_pkey                                         | CREATE UNIQUE INDEX feedback_responses_pkey ON customers.feedback_responses USING btree (id)
 customers        | feedback_responses                 | idx_feedback_responses_feedback_id                              | CREATE INDEX idx_feedback_responses_feedback_id ON customers.feedback_responses USING btree (feedback_id)
 customers        | feedback_responses                 | idx_feedback_responses_responder                                | CREATE INDEX idx_feedback_responses_responder ON customers.feedback_responses USING btree (responder_id, responder_type)
 customers        | loyalty_accounts                   | idx_loyalty_accounts_customer                                   | CREATE INDEX idx_loyalty_accounts_customer ON customers.loyalty_accounts USING btree (customer_profile_id) WHERE (is_active = true)
 customers        | loyalty_accounts                   | idx_loyalty_accounts_number                                     | CREATE INDEX idx_loyalty_accounts_number ON customers.loyalty_accounts USING btree (account_number) WHERE (is_active = true)
 customers        | loyalty_accounts                   | idx_loyalty_accounts_points                                     | CREATE INDEX idx_loyalty_accounts_points ON customers.loyalty_accounts USING btree (current_points DESC) WHERE (is_active = true)
 customers        | loyalty_accounts                   | idx_loyalty_accounts_program                                    | CREATE INDEX idx_loyalty_accounts_program ON customers.loyalty_accounts USING btree (loyalty_program_id) WHERE (is_active = true)
 customers        | loyalty_accounts                   | idx_loyalty_accounts_referrer                                   | CREATE INDEX idx_loyalty_accounts_referrer ON customers.loyalty_accounts USING btree (referrer_account_id) WHERE (referrer_account_id IS NOT NULL)
 customers        | loyalty_accounts                   | idx_loyalty_accounts_suspended                                  | CREATE INDEX idx_loyalty_accounts_suspended ON customers.loyalty_accounts USING btree (suspended_at) WHERE ((suspended_at IS NOT NULL) AND (suspension_lifted_at IS NULL))
 customers        | loyalty_accounts                   | idx_loyalty_accounts_tier                                       | CREATE INDEX idx_loyalty_accounts_tier ON customers.loyalty_accounts USING btree (current_tier) WHERE (is_active = true)
 customers        | loyalty_accounts                   | loyalty_accounts_account_number_key                             | CREATE UNIQUE INDEX loyalty_accounts_account_number_key ON customers.loyalty_accounts USING btree (account_number)
 customers        | loyalty_accounts                   | loyalty_accounts_pkey                                           | CREATE UNIQUE INDEX loyalty_accounts_pkey ON customers.loyalty_accounts USING btree (id)
 customers        | loyalty_accounts                   | uq_customer_program                                             | CREATE UNIQUE INDEX uq_customer_program ON customers.loyalty_accounts USING btree (customer_profile_id, loyalty_program_id)
 customers        | loyalty_programs                   | chk_single_default                                              | CREATE INDEX chk_single_default ON customers.loyalty_programs USING btree (is_default) WHERE (is_default = true)
 customers        | loyalty_programs                   | idx_loyalty_programs_active                                     | CREATE INDEX idx_loyalty_programs_active ON customers.loyalty_programs USING btree (is_active) WHERE (is_active = true)
 customers        | loyalty_programs                   | idx_loyalty_programs_default                                    | CREATE INDEX idx_loyalty_programs_default ON customers.loyalty_programs USING btree (is_default) WHERE (is_default = true)
 customers        | loyalty_programs                   | idx_loyalty_programs_tenant_created                             | CREATE INDEX idx_loyalty_programs_tenant_created ON customers.loyalty_programs USING btree (tenant_id, created_at) WHERE (tenant_id IS NOT NULL)
 customers        | loyalty_programs                   | idx_loyalty_programs_tenant_id                                  | CREATE INDEX idx_loyalty_programs_tenant_id ON customers.loyalty_programs USING btree (tenant_id) WHERE (tenant_id IS NOT NULL)
 customers        | loyalty_programs                   | idx_loyalty_programs_tiers                                      | CREATE INDEX idx_loyalty_programs_tiers ON customers.loyalty_programs USING gin (tiers)
 customers        | loyalty_programs                   | loyalty_programs_name_key                                       | CREATE UNIQUE INDEX loyalty_programs_name_key ON customers.loyalty_programs USING btree (name)
 customers        | loyalty_programs                   | loyalty_programs_pkey                                           | CREATE UNIQUE INDEX loyalty_programs_pkey ON customers.loyalty_programs USING btree (id)
 customers        | loyalty_transactions               | idx_loyalty_transactions_account                                | CREATE INDEX idx_loyalty_transactions_account ON customers.loyalty_transactions USING btree (loyalty_account_id)
 customers        | loyalty_transactions               | idx_loyalty_transactions_expires                                | CREATE INDEX idx_loyalty_transactions_expires ON customers.loyalty_transactions USING btree (expires_at) WHERE ((expires_at IS NOT NULL) AND (expired_points < points))
 customers        | loyalty_transactions               | idx_loyalty_transactions_metadata                               | CREATE INDEX idx_loyalty_transactions_metadata ON customers.loyalty_transactions USING gin (metadata)
 customers        | loyalty_transactions               | idx_loyalty_transactions_order                                  | CREATE INDEX idx_loyalty_transactions_order ON customers.loyalty_transactions USING btree (order_id) WHERE (order_id IS NOT NULL)
 customers        | loyalty_transactions               | idx_loyalty_transactions_processed                              | CREATE INDEX idx_loyalty_transactions_processed ON customers.loyalty_transactions USING btree (processed_at DESC)
 customers        | loyalty_transactions               | idx_loyalty_transactions_reference                              | CREATE INDEX idx_loyalty_transactions_reference ON customers.loyalty_transactions USING btree (reference_type, reference_id) WHERE (reference_id IS NOT NULL)
 customers        | loyalty_transactions               | idx_loyalty_transactions_reversed                               | CREATE INDEX idx_loyalty_transactions_reversed ON customers.loyalty_transactions USING btree (is_reversed) WHERE (is_reversed = true)
 customers        | loyalty_transactions               | idx_loyalty_transactions_type                                   | CREATE INDEX idx_loyalty_transactions_type ON customers.loyalty_transactions USING btree (transaction_type)
 customers        | loyalty_transactions               | loyalty_transactions_pkey                                       | CREATE UNIQUE INDEX loyalty_transactions_pkey ON customers.loyalty_transactions USING btree (id)
 customers        | segment_definitions                | idx_segment_definitions_criteria                                | CREATE INDEX idx_segment_definitions_criteria ON customers.segment_definitions USING gin (criteria)
 customers        | segment_definitions                | idx_segment_definitions_key                                     | CREATE INDEX idx_segment_definitions_key ON customers.segment_definitions USING btree (segment_key) WHERE (is_active = true)
 customers        | segment_definitions                | idx_segment_definitions_metadata                                | CREATE INDEX idx_segment_definitions_metadata ON customers.segment_definitions USING gin (metadata)
 customers        | segment_definitions                | idx_segment_definitions_priority                                | CREATE INDEX idx_segment_definitions_priority ON customers.segment_definitions USING btree (priority) WHERE (is_active = true)
 customers        | segment_definitions                | idx_segment_definitions_system                                  | CREATE INDEX idx_segment_definitions_system ON customers.segment_definitions USING btree (is_system) WHERE (is_system = true)
 customers        | segment_definitions                | idx_segment_definitions_type                                    | CREATE INDEX idx_segment_definitions_type ON customers.segment_definitions USING btree (segment_type) WHERE (is_active = true)
 customers        | segment_definitions                | segment_definitions_pkey                                        | CREATE UNIQUE INDEX segment_definitions_pkey ON customers.segment_definitions USING btree (id)
 customers        | segment_definitions                | segment_definitions_segment_key_key                             | CREATE UNIQUE INDEX segment_definitions_segment_key_key ON customers.segment_definitions USING btree (segment_key)
 edge_test        | test_cases                         | test_cases_pkey                                                 | CREATE UNIQUE INDEX test_cases_pkey ON edge_test.test_cases USING btree (id)
 edge_test        | test_users                         | test_users_pkey                                                 | CREATE UNIQUE INDEX test_users_pkey ON edge_test.test_users USING btree (id)
 edge_test        | test_users                         | test_users_username_key                                         | CREATE UNIQUE INDEX test_users_username_key ON edge_test.test_users USING btree (username)
 events           | event_analytics_tracking           | event_analytics_tracking_pkey                                   | CREATE UNIQUE INDEX event_analytics_tracking_pkey ON events.event_analytics_tracking USING btree (id)
 events           | event_analytics_tracking           | idx_event_analytics_active                                      | CREATE INDEX idx_event_analytics_active ON events.event_analytics_tracking USING btree (is_active)
 events           | event_analytics_tracking           | idx_event_analytics_config                                      | CREATE INDEX idx_event_analytics_config ON events.event_analytics_tracking USING gin (config_parameters)
 events           | event_analytics_tracking           | idx_event_analytics_event_id                                    | CREATE INDEX idx_event_analytics_event_id ON events.event_analytics_tracking USING btree (event_id)
 events           | event_analytics_tracking           | idx_event_analytics_provider                                    | CREATE INDEX idx_event_analytics_provider ON events.event_analytics_tracking USING btree (analytics_provider)
 events           | event_analytics_tracking           | uq_event_analytics_provider                                     | CREATE UNIQUE INDEX uq_event_analytics_provider ON events.event_analytics_tracking USING btree (event_id, analytics_provider, tracking_id)
 events           | event_capacity                     | event_capacity_pkey                                             | CREATE UNIQUE INDEX event_capacity_pkey ON events.event_capacity USING btree (id)
 events           | event_capacity                     | idx_event_capacity_available                                    | CREATE INDEX idx_event_capacity_available ON events.event_capacity USING btree (available_capacity)
 events           | event_capacity                     | idx_event_capacity_event                                        | CREATE INDEX idx_event_capacity_event ON events.event_capacity USING btree (event_id)
 events           | event_capacity                     | idx_event_capacity_event_id                                     | CREATE INDEX idx_event_capacity_event_id ON events.event_capacity USING btree (event_id)
 events           | event_capacity                     | idx_event_capacity_tenant_created                               | CREATE INDEX idx_event_capacity_tenant_created ON events.event_capacity USING btree (tenant_id, created_at) WHERE (tenant_id IS NOT NULL)
 events           | event_capacity                     | idx_event_capacity_tenant_id                                    | CREATE INDEX idx_event_capacity_tenant_id ON events.event_capacity USING btree (tenant_id)
 events           | event_capacity                     | unique_event_section                                            | CREATE UNIQUE INDEX unique_event_section ON events.event_capacity USING btree (event_id, section_name, schedule_id)
 events           | event_capacity_alerts              | event_capacity_alerts_pkey                                      | CREATE UNIQUE INDEX event_capacity_alerts_pkey ON events.event_capacity_alerts USING btree (id)
 events           | event_capacity_alerts              | idx_capacity_alerts_event                                       | CREATE INDEX idx_capacity_alerts_event ON events.event_capacity_alerts USING btree (event_capacity_id)
 events           | event_capacity_alerts              | idx_capacity_alerts_level                                       | CREATE INDEX idx_capacity_alerts_level ON events.event_capacity_alerts USING btree (alert_level)
 events           | event_capacity_alerts              | idx_capacity_alerts_unresolved                                  | CREATE INDEX idx_capacity_alerts_unresolved ON events.event_capacity_alerts USING btree (resolved_at) WHERE (resolved_at IS NULL)
 events           | event_capacity_by_tier             | event_capacity_by_tier_pkey                                     | CREATE UNIQUE INDEX event_capacity_by_tier_pkey ON events.event_capacity_by_tier USING btree (id)
 events           | event_capacity_by_tier             | idx_capacity_by_tier_event                                      | CREATE INDEX idx_capacity_by_tier_event ON events.event_capacity_by_tier USING btree (event_capacity_id)
 events           | event_capacity_by_tier             | idx_capacity_by_tier_priority                                   | CREATE INDEX idx_capacity_by_tier_priority ON events.event_capacity_by_tier USING btree (tier_priority)
 events           | event_capacity_by_tier             | uq_capacity_tier_unique                                         | CREATE UNIQUE INDEX uq_capacity_tier_unique ON events.event_capacity_by_tier USING btree (event_capacity_id, pricing_tier)
 events           | event_capacity_by_type             | event_capacity_by_type_pkey                                     | CREATE UNIQUE INDEX event_capacity_by_type_pkey ON events.event_capacity_by_type USING btree (id)
 events           | event_capacity_by_type             | idx_capacity_by_type_event                                      | CREATE INDEX idx_capacity_by_type_event ON events.event_capacity_by_type USING btree (event_capacity_id)
 events           | event_capacity_by_type             | idx_capacity_by_type_ticket                                     | CREATE INDEX idx_capacity_by_type_ticket ON events.event_capacity_by_type USING btree (ticket_type_id)
 events           | event_capacity_by_type             | uq_capacity_type_unique                                         | CREATE UNIQUE INDEX uq_capacity_type_unique ON events.event_capacity_by_type USING btree (event_capacity_id, ticket_type_id)
 events           | event_capacity_holds               | event_capacity_holds_pkey                                       | CREATE UNIQUE INDEX event_capacity_holds_pkey ON events.event_capacity_holds USING btree (id)
 events           | event_capacity_holds               | idx_capacity_holds_event                                        | CREATE INDEX idx_capacity_holds_event ON events.event_capacity_holds USING btree (event_capacity_id)
 events           | event_capacity_holds               | idx_capacity_holds_expires                                      | CREATE INDEX idx_capacity_holds_expires ON events.event_capacity_holds USING btree (expires_at)
 events           | event_capacity_holds               | idx_capacity_holds_status                                       | CREATE INDEX idx_capacity_holds_status ON events.event_capacity_holds USING btree (status)
 events           | event_capacity_oversell_policies   | event_capacity_oversell_policies_pkey                           | CREATE UNIQUE INDEX event_capacity_oversell_policies_pkey ON events.event_capacity_oversell_policies USING btree (id)
 events           | event_capacity_reservations        | event_capacity_reservations_pkey                                | CREATE UNIQUE INDEX event_capacity_reservations_pkey ON events.event_capacity_reservations USING btree (id)
 events           | event_capacity_reservations        | idx_capacity_reservations_event                                 | CREATE INDEX idx_capacity_reservations_event ON events.event_capacity_reservations USING btree (event_capacity_id)
 events           | event_capacity_reservations        | idx_capacity_reservations_type                                  | CREATE INDEX idx_capacity_reservations_type ON events.event_capacity_reservations USING btree (reservation_type)
 events           | event_capacity_snapshots           | event_capacity_snapshots_pkey                                   | CREATE UNIQUE INDEX event_capacity_snapshots_pkey ON events.event_capacity_snapshots USING btree (id)
 events           | event_capacity_snapshots           | idx_capacity_snapshots_event                                    | CREATE INDEX idx_capacity_snapshots_event ON events.event_capacity_snapshots USING btree (event_capacity_id)
 events           | event_capacity_snapshots           | idx_capacity_snapshots_timestamp                                | CREATE INDEX idx_capacity_snapshots_timestamp ON events.event_capacity_snapshots USING btree (snapshot_timestamp)
 events           | event_capacity_utilization_history | event_capacity_utilization_history_pkey                         | CREATE UNIQUE INDEX event_capacity_utilization_history_pkey ON events.event_capacity_utilization_history USING btree (id)
 events           | event_capacity_utilization_history | idx_capacity_utilization_date                                   | CREATE INDEX idx_capacity_utilization_date ON events.event_capacity_utilization_history USING btree (date_recorded)
 events           | event_capacity_utilization_history | idx_capacity_utilization_event                                  | CREATE INDEX idx_capacity_utilization_event ON events.event_capacity_utilization_history USING btree (event_capacity_id)
 events           | event_capacity_utilization_history | uq_capacity_utilization_time                                    | CREATE UNIQUE INDEX uq_capacity_utilization_time ON events.event_capacity_utilization_history USING btree (event_capacity_id, date_recorded, hour_of_day, sales_channel)
 events           | event_categories                   | event_categories_pkey                                           | CREATE UNIQUE INDEX event_categories_pkey ON events.event_categories USING btree (id)
 events           | event_categories                   | event_categories_slug_key                                       | CREATE UNIQUE INDEX event_categories_slug_key ON events.event_categories USING btree (slug)
 events           | event_categories                   | idx_event_categories_active                                     | CREATE INDEX idx_event_categories_active ON events.event_categories USING btree (is_active)
 events           | event_categories                   | idx_event_categories_featured                                   | CREATE INDEX idx_event_categories_featured ON events.event_categories USING btree (is_featured)
 events           | event_categories                   | idx_event_categories_parent                                     | CREATE INDEX idx_event_categories_parent ON events.event_categories USING btree (parent_id)
 events           | event_categories                   | idx_event_categories_slug                                       | CREATE INDEX idx_event_categories_slug ON events.event_categories USING btree (slug)
 events           | event_categories                   | idx_event_categories_tenant_created                             | CREATE INDEX idx_event_categories_tenant_created ON events.event_categories USING btree (tenant_id, created_at) WHERE (tenant_id IS NOT NULL)
 events           | event_categories                   | idx_event_categories_tenant_id                                  | CREATE INDEX idx_event_categories_tenant_id ON events.event_categories USING btree (tenant_id)
 events           | event_category_analytics           | event_category_analytics_pkey                                   | CREATE UNIQUE INDEX event_category_analytics_pkey ON events.event_category_analytics USING btree (id)
 events           | event_category_analytics           | idx_category_analytics_category                                 | CREATE INDEX idx_category_analytics_category ON events.event_category_analytics USING btree (category_id)
 events           | event_category_analytics           | idx_category_analytics_date                                     | CREATE INDEX idx_category_analytics_date ON events.event_category_analytics USING btree (analytics_date)
 events           | event_category_analytics           | uq_category_analytics_date                                      | CREATE UNIQUE INDEX uq_category_analytics_date ON events.event_category_analytics USING btree (category_id, analytics_date)
 events           | event_category_attributes          | event_category_attributes_pkey                                  | CREATE UNIQUE INDEX event_category_attributes_pkey ON events.event_category_attributes USING btree (id)
 events           | event_category_attributes          | idx_category_attributes_category                                | CREATE INDEX idx_category_attributes_category ON events.event_category_attributes USING btree (category_id)
 events           | event_category_attributes          | idx_category_attributes_name                                    | CREATE INDEX idx_category_attributes_name ON events.event_category_attributes USING btree (attribute_name)
 events           | event_category_attributes          | idx_category_attributes_type                                    | CREATE INDEX idx_category_attributes_type ON events.event_category_attributes USING btree (attribute_type)
 events           | event_category_attributes          | uq_category_attr_unique                                         | CREATE UNIQUE INDEX uq_category_attr_unique ON events.event_category_attributes USING btree (category_id, attribute_type, attribute_name)
 events           | event_category_mappings            | event_category_mappings_pkey                                    | CREATE UNIQUE INDEX event_category_mappings_pkey ON events.event_category_mappings USING btree (id)
